ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT00198,CUST01914,Customer 1500,customer1600@example.com,Laptop,Feature Request,Login problem,In Progress,Password reset,Medium,Web Form,442,114.45,3
TKT00199,CUST00828,Customer 601,customer1404@example.com,AI Platform,Technical Issue,Installation help,Open,Escalated,Medium,Email,581,22.92,4
TKT00200,CUST00926,Customer 1591,customer1327@example.com,Analytics Suite,Account Access,Payment issue,Open,Configuration fixed,High,Chat,436,5.9,2
TKT00201,CUST01523,Customer 1989,customer651@example.com,Cloud Subscription,Product Question,Payment issue,Closed,Escalated,High,Phone,507,41.25,5
TKT00202,CUST01519,Customer 594,customer1359@example.com,Laptop,Account Access,Performance issue,Closed,Configuration fixed,High,Chat,43,115.06,2
TKT00203,CUST01132,Customer 946,customer1923@example.com,CRM License,Account Access,Installation help,Closed,Refund processed,Low,Email,75,53.44,5
TKT00204,CUST01842,Customer 1700,customer382@example.com,Support Package,Product Question,Installation help,Open,Refund processed,Critical,Chat,263,37.99,3
TKT00205,CUST01180,Customer 442,customer1722@example.com,CRM License,Product Question,Payment issue,Open,Password reset,Medium,Web Form,85,107.42,4
TKT00206,CUST01754,Customer 1383,customer1984@example.com,Cloud Subscription,Technical Issue,Payment issue,Open,Information provided,Critical,Phone,506,16.55,3
TKT00207,CUST00910,Customer 58,customer125@example.com,AI Platform,Account Access,Performance issue,Resolved,Information provided,Medium,Chat,515,112.96,4
TKT00208,CUST00441,Customer 1938,customer174@example.com,CRM License,Feature Request,Login problem,Closed,Password reset,High,Chat,358,97.18,1
TKT00209,CUST00223,Customer 141,customer974@example.com,AI Platform,Product Question,General enquiry,In Progress,Password reset,Low,Email,293,46.34,4
TKT00210,CUST01111,Customer 41,customer1366@example.com,CRM License,Technical Issue,Payment issue,Resolved,Refund processed,High,Chat,513,94.59,3
TKT00211,CUST01783,Customer 833,customer1043@example.com,Cloud Subscription,Account Access,Performance issue,Open,Escalated,Critical,Web Form,341,90.86,2
TKT00212,CUST00822,Customer 1582,customer1487@example.com,Support Package,Technical Issue,Performance issue,Open,Escalated,High,Chat,570,69.79,4
TKT00213,CUST01454,Customer 418,customer1646@example.com,CRM License,Feature Request,Installation help,Resolved,Configuration fixed,Critical,Phone,483,93.88,4
TKT00214,CUST01065,Customer 1247,customer535@example.com,Support Package,Billing,Login problem,Resolved,Configuration fixed,Medium,Chat,201,60.26,4
TKT00215,CUST01613,Customer 677,customer1042@example.com,AI Platform,Feature Request,General enquiry,Closed,Refund processed,Low,Chat,388,101.17,5
TKT00216,CUST01560,Customer 1979,customer155@example.com,Support Package,Technical Issue,Performance issue,Resolved,Configuration fixed,Medium,Phone,81,95.3,2
TKT00217,CUST01395,Customer 946,customer237@example.com,CRM License,Account Access,Installation help,Resolved,Information provided,Critical,Web Form,29,108.81,1
TKT00218,CUST00709,Customer 887,customer1475@example.com,CRM License,Product Question,Login problem,Closed,Configuration fixed,High,Phone,52,95.81,3
TKT00219,CUST00824,Customer 40,customer1794@example.com,CRM License,Product Question,Login problem,Resolved,Refund processed,High,Email,591,110.55,2
TKT00220,CUST00955,Customer 560,customer1132@example.com,Analytics Suite,Account Access,Login problem,In Progress,Configuration fixed,Critical,Phone,77,21.79,2
TKT00221,CUST01645,Customer 36,customer1459@example.com,Support Package,Technical Issue,General enquiry,In Progress,Escalated,Medium,Chat,125,33.64,4
TKT00222,CUST01216,Customer 1760,customer1932@example.com,CRM License,Feature Request,Installation help,Resolved,Password reset,High,Web Form,410,54.57,1
TKT00223,CUST00343,Customer 956,customer156@example.com,Analytics Suite,Product Question,General enquiry,In Progress,Configuration fixed,Critical,Email,105,29.52,3
TKT00224,CUST00542,Customer 652,customer1456@example.com,CRM License,Feature Request,Performance issue,Resolved,Information provided,Low,Phone,73,107.66,3
TKT00225,CUST00624,Customer 493,customer1247@example.com,AI Platform,Feature Request,General enquiry,Closed,Escalated,Low,Email,418,21.98,1
TKT00226,CUST01214,Customer 1406,customer1860@example.com,Support Package,Account Access,General enquiry,Closed,Password reset,Critical,Phone,571,55.34,4
TKT00227,CUST01531,Customer 1285,customer603@example.com,Support Package,Billing,Payment issue,In Progress,Escalated,Critical,Phone,78,62.84,5
TKT00228,CUST00298,Customer 664,customer1269@example.com,Laptop,Billing,Performance issue,Resolved,Password reset,Critical,Web Form,396,104.83,5
TKT00229,CUST01446,Customer 569,customer1685@example.com,CRM License,Feature Request,General enquiry,Closed,Information provided,Critical,Web Form,321,31.47,5
TKT00230,CUST01244,Customer 1892,customer997@example.com,Laptop,Product Question,Performance issue,In Progress,Information provided,Medium,Chat,573,116.37,1
TKT00231,CUST00414,Customer 118,customer541@example.com,Analytics Suite,Account Access,Installation help,Closed,Escalated,High,Chat,572,35.39,2
TKT00232,CUST00287,Customer 1053,customer1890@example.com,Laptop,Feature Request,Payment issue,Closed,Refund processed,Critical,Chat,338,19.98,3
TKT00233,CUST00294,Customer 1934,customer314@example.com,CRM License,Billing,Login problem,In Progress,Escalated,High,Web Form,531,30.8,3
TKT00234,CUST01552,Customer 640,customer1638@example.com,CRM License,Billing,Performance issue,Open,Configuration fixed,High,Email,122,105.79,5
TKT00235,CUST00471,Customer 119,customer1677@example.com,CRM License,Feature Request,Performance issue,In Progress,Information provided,High,Chat,355,18.71,2
TKT00236,CUST00389,Customer 1645,customer71@example.com,Support Package,Billing,General enquiry,Open,Configuration fixed,Low,Web Form,102,4.31,3
TKT00237,CUST00836,Customer 1808,customer704@example.com,CRM License,Account Access,General enquiry,Closed,Password reset,Medium,Phone,16,35.35,4
TKT00238,CUST01293,Customer 125,customer1167@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Configuration fixed,High,Web Form,461,65.57,5
TKT00239,CUST00885,Customer 757,customer204@example.com,Laptop,Billing,Performance issue,Closed,Configuration fixed,Critical,Web Form,339,43.12,4
TKT00240,CUST01163,Customer 188,customer299@example.com,Support Package,Account Access,General enquiry,Closed,Configuration fixed,Low,Phone,2,19.71,4
TKT00241,CUST00734,Customer 1800,customer662@example.com,CRM License,Feature Request,Login problem,In Progress,Configuration fixed,Medium,Email,484,44.02,5
TKT00242,CUST00851,Customer 1674,customer1896@example.com,Cloud Subscription,Billing,Payment issue,Resolved,Configuration fixed,High,Email,525,83.26,5
TKT00243,CUST01170,Customer 1630,customer856@example.com,Support Package,Product Question,Payment issue,Open,Password reset,Medium,Phone,240,52.61,5
TKT00244,CUST01291,Customer 647,customer1352@example.com,Support Package,Feature Request,Performance issue,Closed,Information provided,Critical,Chat,19,68.94,4
TKT00245,CUST01475,Customer 1430,customer1212@example.com,Analytics Suite,Billing,Performance issue,Resolved,Refund processed,High,Phone,178,113.67,2
TKT00246,CUST01694,Customer 354,customer903@example.com,Analytics Suite,Feature Request,General enquiry,Resolved,Refund processed,Medium,Phone,363,89.91,1
TKT00247,CUST00658,Customer 296,customer172@example.com,Cloud Subscription,Billing,Login problem,Resolved,Refund processed,Critical,Chat,34,96.56,4
TKT00248,CUST00241,Customer 1175,customer1920@example.com,Cloud Subscription,Account Access,Login problem,In Progress,Escalated,Medium,Phone,234,34.92,4
TKT00249,CUST00186,Customer 1935,customer1075@example.com,Cloud Subscription,Product Question,Payment issue,Resolved,Refund processed,Medium,Email,133,61.61,4
TKT00250,CUST01353,Customer 510,customer673@example.com,Laptop,Feature Request,Performance issue,Closed,Escalated,Medium,Phone,367,41.68,1
TKT00251,CUST00862,Customer 937,customer886@example.com,CRM License,Product Question,Login problem,Closed,Refund processed,Critical,Chat,125,58.4,5
TKT00252,CUST00821,Customer 1975,customer889@example.com,CRM License,Technical Issue,Login problem,In Progress,Refund processed,Medium,Web Form,469,13.87,4
TKT00253,CUST01468,Customer 851,customer1958@example.com,CRM License,Feature Request,General enquiry,Closed,Escalated,Critical,Phone,183,62.46,4
TKT00254,CUST01348,Customer 1642,customer799@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Configuration fixed,High,Phone,68,63.33,3
TKT00255,CUST01829,Customer 1370,customer1971@example.com,Laptop,Technical Issue,Performance issue,Closed,Escalated,Low,Phone,164,69.21,1
TKT00256,CUST01751,Customer 1779,customer264@example.com,AI Platform,Account Access,Login problem,Closed,Escalated,Critical,Email,567,28.54,4
TKT00257,CUST01500,Customer 670,customer402@example.com,Analytics Suite,Technical Issue,Payment issue,Closed,Configuration fixed,Low,Email,478,26.96,2
TKT00258,CUST01306,Customer 1668,customer300@example.com,Laptop,Billing,Installation help,Closed,Password reset,Critical,Web Form,358,44.44,1
TKT00259,CUST01794,Customer 1648,customer1894@example.com,Support Package,Technical Issue,Performance issue,Resolved,Password reset,Critical,Web Form,126,64.75,1
TKT00260,CUST00320,Customer 1772,customer1183@example.com,Support Package,Feature Request,Performance issue,Closed,Information provided,High,Email,230,40.74,1
TKT00261,CUST01911,Customer 1812,customer982@example.com,Cloud Subscription,Product Question,Login problem,Closed,Password reset,Medium,Web Form,280,84.88,2
TKT00262,CUST00833,Customer 676,customer140@example.com,Support Package,Product Question,Installation help,In Progress,Password reset,Medium,Web Form,587,70.42,1
TKT00263,CUST00497,Customer 1655,customer333@example.com,AI Platform,Account Access,Installation help,Resolved,Information provided,Critical,Chat,195,13.99,1
TKT00264,CUST01099,Customer 1347,customer1863@example.com,Support Package,Product Question,General enquiry,Resolved,Refund processed,Medium,Web Form,487,27.26,2
TKT00265,CUST01788,Customer 181,customer1928@example.com,Support Package,Product Question,Performance issue,Open,Refund processed,Low,Web Form,172,72.75,1
TKT00266,CUST00254,Customer 1814,customer656@example.com,Support Package,Product Question,Login problem,Resolved,Password reset,High,Email,98,64.07,1
TKT00267,CUST00348,Customer 1443,customer1422@example.com,Laptop,Account Access,Performance issue,Resolved,Escalated,High,Chat,463,41.03,2
TKT00268,CUST01288,Customer 1372,customer642@example.com,CRM License,Product Question,Performance issue,Open,Information provided,Low,Phone,54,21.04,1
TKT00269,CUST01338,Customer 137,customer1928@example.com,Laptop,Billing,Payment issue,Resolved,Password reset,Medium,Chat,460,110.49,2
TKT00270,CUST01427,Customer 1995,customer280@example.com,CRM License,Billing,General enquiry,Open,Password reset,Medium,Email,553,54.21,5
TKT00271,CUST01797,Customer 1938,customer181@example.com,CRM License,Product Question,Installation help,Open,Information provided,High,Web Form,90,25.9,3
TKT00272,CUST01526,Customer 1732,customer702@example.com,AI Platform,Feature Request,Performance issue,Open,Refund processed,High,Phone,351,86.65,4
TKT00273,CUST01624,Customer 674,customer357@example.com,Analytics Suite,Account Access,Installation help,Open,Configuration fixed,Critical,Web Form,101,31.08,3
TKT00274,CUST00240,Customer 142,customer1383@example.com,Cloud Subscription,Product Question,Installation help,Open,Password reset,High,Web Form,279,32.24,3
TKT00275,CUST00714,Customer 1485,customer1835@example.com,Cloud Subscription,Product Question,Installation help,In Progress,Configuration fixed,High,Phone,278,99.33,1
TKT00276,CUST01411,Customer 1004,customer1915@example.com,Support Package,Account Access,Login problem,Resolved,Escalated,Low,Email,48,108.99,4
TKT00277,CUST01640,Customer 506,customer1965@example.com,Cloud Subscription,Feature Request,Installation help,Open,Refund processed,Critical,Phone,113,56.44,2
TKT00278,CUST00733,Customer 552,customer386@example.com,Analytics Suite,Technical Issue,Payment issue,In Progress,Escalated,Medium,Phone,325,76.06,2
TKT00279,CUST01163,Customer 1349,customer104@example.com,Support Package,Feature Request,Login problem,Resolved,Password reset,Medium,Phone,504,43.64,2
TKT00280,CUST00423,Customer 1751,customer356@example.com,Support Package,Feature Request,Installation help,Closed,Escalated,Critical,Phone,164,76.22,4
TKT00281,CUST01732,Customer 1156,customer1517@example.com,Laptop,Feature Request,General enquiry,Open,Configuration fixed,Medium,Web Form,503,87.5,4
TKT00282,CUST01049,Customer 1875,customer279@example.com,Support Package,Technical Issue,Installation help,Closed,Escalated,Critical,Phone,117,86.66,3
TKT00283,CUST00191,Customer 1130,customer1368@example.com,Analytics Suite,Product Question,General enquiry,Resolved,Configuration fixed,Critical,Email,16,5.36,2
TKT00284,CUST01146,Customer 1134,customer1148@example.com,Laptop,Feature Request,Login problem,Open,Password reset,High,Web Form,235,12.28,1
TKT00285,CUST00530,Customer 723,customer1581@example.com,AI Platform,Account Access,Payment issue,Closed,Configuration fixed,High,Phone,3,85.1,5
TKT00286,CUST00914,Customer 117,customer234@example.com,Cloud Subscription,Account Access,General enquiry,Closed,Password reset,Critical,Web Form,23,64.05,4
TKT00287,CUST00695,Customer 515,customer879@example.com,AI Platform,Feature Request,Login problem,Closed,Refund processed,High,Phone,184,113.23,3
TKT00288,CUST01682,Customer 694,customer177@example.com,Laptop,Feature Request,General enquiry,Closed,Information provided,Critical,Chat,359,12.88,5
TKT00289,CUST01694,Customer 1242,customer45@example.com,AI Platform,Billing,Login problem,Resolved,Password reset,High,Email,577,118.77,1
TKT00290,CUST00312,Customer 378,customer1488@example.com,Cloud Subscription,Product Question,Payment issue,Closed,Configuration fixed,Critical,Phone,373,16.46,2
TKT00291,CUST00648,Customer 1019,customer1105@example.com,Support Package,Technical Issue,Payment issue,Closed,Password reset,Critical,Chat,404,4.26,5
TKT00292,CUST00815,Customer 1059,customer1587@example.com,AI Platform,Technical Issue,Installation help,Closed,Escalated,Critical,Chat,417,107.93,1
TKT00293,CUST01710,Customer 1022,customer158@example.com,Support Package,Billing,Payment issue,Closed,Escalated,Medium,Email,315,60.73,2
TKT00294,CUST00535,Customer 1970,customer630@example.com,Analytics Suite,Account Access,Installation help,Open,Refund processed,High,Chat,15,34.76,4
TKT00295,CUST01403,Customer 376,customer274@example.com,Cloud Subscription,Billing,General enquiry,Closed,Password reset,High,Email,206,68.83,3
TKT00296,CUST00098,Customer 687,customer1163@example.com,AI Platform,Billing,Installation help,Closed,Information provided,Critical,Email,106,45.61,2
TKT00297,CUST01919,Customer 735,customer1125@example.com,Support Package,Account Access,Installation help,Closed,Refund processed,Medium,Chat,337,118.64,2
TKT00298,CUST00679,Customer 1468,customer1485@example.com,AI Platform,Technical Issue,General enquiry,In Progress,Configuration fixed,Low,Email,463,92.99,3
